image_id,latitude,longitude,scene_label,elements_present,road_condition,traffic_objects,general_objects,unlabeled,flat-road,flat-sidewalk,flat-crosswalk,flat-cyclinglane,flat-parkingdriveway,flat-railtrack,flat-curb,human-person,human-rider,vehicle-car,vehicle-truck,vehicle-bus,vehicle-tramtrain,vehicle-motorcycle,vehicle-bicycle,vehicle-caravan,vehicle-cartrailer,construction-building,construction-door,construction-wall,construction-fenceguardrail,construction-bridge,construction-tunnel,construction-stairs,object-pole,object-trafficsign,object-trafficlight,nature-vegetation,nature-terrain,sky,void-ground,void-dynamic,void-static,void-unclear
1951363835294303,14.58065,121.05066,alley,"['flat-road', 'flat-sidewalk', 'flat-crosswalk', 'flat-parkingdriveway', 'flat-curb', 'vehicle-car', 'vehicle-bicycle', 'construction-building', 'construction-wall', 'construction-fenceguardrail', 'object-pole', 'nature-vegetation', 'sky', 'void-static']",bad,['vehicles'],"['car', 'fire hydrant']",0.0,0.0654296875,0.13311767578125,0.000732421875,0.0,0.00396728515625,0.0,0.003173828125,0.0,0.0,0.07989501953125,0.0,0.0,0.0,0.0,0.0001220703125,0.0,0.0,0.31390380859375,0.0,0.00726318359375,0.02178955078125,0.0,0.0,0.0,0.0076904296875,0.0,0.0,0.278076171875,0.0,0.0716552734375,0.0,0.0,0.01318359375,0.0
1402771570405814,14.576947,121.056274,residential_neighborhood,"['flat-road', 'flat-sidewalk', 'flat-cyclinglane', 'flat-parkingdriveway', 'flat-curb', 'vehicle-car', 'vehicle-truck', 'construction-building', 'construction-wall', 'construction-fenceguardrail', 'object-pole', 'nature-vegetation', 'nature-terrain', 'sky', 'void-static']",good,['vehicles'],"['car', 'truck', 'person']",0.0,0.13360595703125,0.0369873046875,0.0,6.103515625e-05,0.00421142578125,0.0,0.00775146484375,0.0,0.0,0.07342529296875,0.001708984375,0.0,0.0,0.0,0.0,0.0,0.0,0.08154296875,0.0,0.0137939453125,0.06219482421875,0.0,0.0,0.0,0.00213623046875,0.0,0.0,0.50787353515625,0.003662109375,0.0628662109375,0.0,0.0,0.0081787109375,0.0
1459029184722052,14.572276,121.043395,residential_neighborhood,"['flat-road', 'flat-sidewalk', 'flat-crosswalk', 'flat-parkingdriveway', 'flat-curb', 'human-person', 'vehicle-car', 'vehicle-truck', 'vehicle-bus', 'vehicle-tramtrain', 'vehicle-bicycle', 'vehicle-caravan', 'construction-building', 'construction-wall', 'construction-fenceguardrail', 'object-pole', 'nature-vegetation', 'sky', 'void-ground', 'void-dynamic', 'void-static']",bad,['vehicles'],"['car', 'truck', 'person']",0.0,0.0556640625,0.045654296875,0.00299072265625,0.0,0.00347900390625,0.0,0.00634765625,0.030517578125,0.0,0.04547119140625,0.00054931640625,0.0029296875,0.00103759765625,0.0,6.103515625e-05,6.103515625e-05,0.0,0.19439697265625,0.0,0.01654052734375,0.01177978515625,0.0,0.0,0.0,0.0010986328125,0.0,0.0,0.3680419921875,0.0,0.1998291015625,6.103515625e-05,0.00048828125,0.01300048828125,0.0
3824551994486414,14.577642,121.042987,alley,"['flat-road', 'flat-sidewalk', 'flat-crosswalk', 'flat-cyclinglane', 'flat-parkingdriveway', 'flat-curb', 'human-person', 'vehicle-car', 'vehicle-motorcycle', 'vehicle-bicycle', 'construction-building', 'construction-wall', 'construction-fenceguardrail', 'construction-stairs', 'object-pole', 'nature-vegetation', 'sky', 'void-dynamic', 'void-static']",bad,"['vehicles', 'motorcycles']","['car', 'clock', 'person', 'truck', 'motorcycle']",0.0,0.04833984375,0.11767578125,0.0240478515625,0.00848388671875,0.00775146484375,0.0,0.00164794921875,0.00018310546875,0.0,0.05743408203125,0.0,0.0,0.0,0.00372314453125,0.00146484375,0.0,0.0,0.27020263671875,0.0,0.01837158203125,0.001953125,0.0,0.0,6.103515625e-05,0.00311279296875,0.0,0.0,0.14825439453125,0.0,0.279296875,0.0,0.00457763671875,0.00341796875,0.0
1386413215405023,14.573386,121.044994,street,"['flat-road', 'flat-sidewalk', 'flat-crosswalk', 'flat-cyclinglane', 'flat-curb', 'vehicle-car', 'vehicle-bus', 'construction-building', 'construction-wall', 'construction-fenceguardrail', 'construction-stairs', 'object-pole', 'nature-vegetation', 'sky', 'void-ground', 'void-dynamic', 'void-static']",bad,['vehicles'],"['car', 'person', 'truck', 'bus', 'stop sign']",0.0,0.1724853515625,0.0496826171875,0.0137939453125,0.16259765625,0.0,0.0,0.0108642578125,0.0,0.0,0.00634765625,0.0,0.000244140625,0.0,0.0,0.0,0.0,0.0,0.2850341796875,0.0,0.0015869140625,0.01287841796875,0.0,0.0,0.00341796875,0.0313720703125,0.0,0.0,0.04534912109375,0.0,0.14752197265625,0.00439453125,0.00213623046875,0.05029296875,0.0
3061989857271799,14.572508,121.054873,residential_neighborhood,"['flat-road', 'flat-sidewalk', 'flat-crosswalk', 'flat-curb', 'human-rider', 'vehicle-car', 'vehicle-truck', 'construction-building', 'construction-wall', 'construction-fenceguardrail', 'object-pole', 'nature-vegetation', 'nature-terrain', 'sky', 'void-static']",bad,[],['motorcycle'],0.0,0.27349853515625,0.02691650390625,0.001708984375,0.0,0.0,0.0,0.00445556640625,0.0,0.001708984375,0.00433349609375,0.00201416015625,0.0,0.0,0.0,0.0,0.0,0.0,0.1212158203125,0.0,0.004150390625,0.02740478515625,0.0,0.0,0.0,0.00482177734375,0.0,0.0,0.31402587890625,6.103515625e-05,0.1619873046875,0.0,0.0,0.05169677734375,0.0
1508640556419511,14.574523,121.045363,alley,"['flat-road', 'flat-sidewalk', 'flat-crosswalk', 'flat-parkingdriveway', 'flat-curb', 'human-person', 'human-rider', 'vehicle-car', 'vehicle-motorcycle', 'vehicle-bicycle', 'construction-building', 'construction-door', 'construction-wall', 'construction-fenceguardrail', 'object-pole', 'nature-vegetation', 'sky', 'void-ground', 'void-dynamic', 'void-static']",bad,"['vehicles', 'bicycles', 'motorcycles']","['car', 'bicycle', 'person', 'truck', 'motorcycle', 'potted plant']",0.0,0.0377197265625,0.1033935546875,0.00469970703125,0.0,0.00543212890625,0.0,0.0001220703125,0.00018310546875,0.0003662109375,0.03155517578125,0.0,0.0,0.0,0.00213623046875,0.02838134765625,0.0,0.0,0.268310546875,0.000732421875,0.000732421875,0.00555419921875,0.0,0.0,0.0,0.00250244140625,0.0,0.0,0.23468017578125,0.0,0.253662109375,0.00030517578125,0.00164794921875,0.01788330078125,0.0
1952094948544734,14.581807,121.046453,alley,"['flat-road', 'flat-sidewalk', 'flat-crosswalk', 'flat-cyclinglane', 'flat-parkingdriveway', 'human-person', 'vehicle-car', 'vehicle-motorcycle', 'vehicle-bicycle', 'construction-building', 'construction-wall', 'construction-fenceguardrail', 'object-pole', 'nature-vegetation', 'sky', 'void-ground', 'void-dynamic', 'void-static']",bad,['motorcycles'],"['potted plant', 'person', 'motorcycle']",0.0,0.034912109375,0.11761474609375,0.00555419921875,0.0018310546875,0.001953125,0.0,0.0,0.00311279296875,0.0,0.0067138671875,0.0,0.0,0.0,0.0400390625,0.01849365234375,0.0,0.0,0.420166015625,0.0,0.0035400390625,0.07763671875,0.0,0.0,0.0,0.0010986328125,0.0,0.0,0.024658203125,0.0,0.140625,0.000244140625,0.04925537109375,0.05255126953125,0.0
1399665940731658,14.581857,121.032875,alley,"['flat-road', 'flat-sidewalk', 'flat-crosswalk', 'flat-parkingdriveway', 'flat-curb', 'human-person', 'human-rider', 'vehicle-car', 'vehicle-motorcycle', 'vehicle-bicycle', 'vehicle-cartrailer', 'construction-building', 'construction-door', 'construction-wall', 'construction-fenceguardrail', 'object-pole', 'nature-vegetation', 'nature-terrain', 'sky', 'void-dynamic', 'void-static']",bad,['motorcycles'],"['car', 'backpack', 'person', 'truck', 'motorcycle']",0.0,0.01513671875,0.08880615234375,0.00067138671875,0.0,0.01055908203125,0.0,0.00457763671875,0.04974365234375,0.0228271484375,0.04248046875,0.0,0.0,0.0,0.01861572265625,0.0120849609375,0.0,0.00054931640625,0.3115234375,0.00201416015625,0.0352783203125,0.0322265625,0.0,0.0,0.0,0.0057373046875,0.0,0.0,0.194580078125,0.00103759765625,0.126220703125,0.0,0.00347900390625,0.0218505859375,0.0
1511445636077862,14.58377,121.044785,residential_neighborhood,"['flat-road', 'flat-sidewalk', 'flat-crosswalk', 'flat-cyclinglane', 'flat-parkingdriveway', 'flat-curb', 'vehicle-car', 'construction-building', 'construction-door', 'construction-wall', 'construction-fenceguardrail', 'object-pole', 'object-trafficsign', 'nature-vegetation', 'sky', 'void-dynamic', 'void-static']",bad,"['vehicles', 'crosswalks']","['car', 'potted plant', 'person']",0.0,0.0648193359375,0.04095458984375,0.08544921875,0.000244140625,0.00421142578125,0.0,0.0064697265625,0.0,0.0,0.00286865234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232666015625,0.0001220703125,0.00537109375,0.01385498046875,0.0,0.0,0.0,0.00518798828125,0.000244140625,0.0,0.1490478515625,0.0,0.359619140625,0.0,0.0010986328125,0.02777099609375,0.0
